city,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
qitaihe,2016-01-01,轻度污染,137,231,103,130,42,37,1.60,41
qitaihe,2016-01-02,轻度污染,113,156,84,103,26,16,1.17,49
qitaihe,2016-01-03,良,77,87,56,64,21,17,0.92,45
qitaihe,2016-01-04,良,86,154,63,68,22,18,0.96,51
qitaihe,2016-01-05,优,48,82,30,40,22,16,0.75,51
qitaihe,2016-01-06,优,37,43,20,34,19,15,0.71,52
qitaihe,2016-01-07,优,36,30,22,35,19,13,0.69,43
qitaihe,2016-01-08,良,51,86,35,46,20,14,0.70,41
qitaihe,2016-01-09,优,50,65,34,43,21,15,0.68,42
qitaihe,2016-01-10,优,39,37,26,31,18,11,0.57,45
qitaihe,2016-01-11,良,56,149,38,51,24,19,0.74,41
qitaihe,2016-01-12,优,47,111,30,47,20,14,0.69,43
qitaihe,2016-01-13,良,55,112,38,46,22,15,0.79,42
qitaihe,2016-01-14,良,81,174,59,67,27,22,1.04,36
qitaihe,2016-01-15,良,100,198,74,108,27,24,1.40,31
qitaihe,2016-01-16,轻度污染,121,231,89,111,23,21,1.41,29
qitaihe,2016-01-17,良,97,215,71,56,28,20,1.10,44
qitaihe,2016-01-18,良,63,141,41,60,22,18,0.85,38
qitaihe,2016-01-19,优,41,34,21,40,17,9,0.55,44
qitaihe,2016-01-20,良,64,118,44,55,24,12,0.72,42
qitaihe,2016-01-21,良,88,257,65,66,26,20,0.88,44
qitaihe,2016-01-22,良,85,264,62,67,21,19,0.90,42
qitaihe,2016-01-23,良,83,310,60,68,32,19,0.79,49
qitaihe,2016-01-24,良,75,319,53,64,39,19,0.76,55
qitaihe,2016-01-25,良,75,267,48,71,30,22,0.83,49
qitaihe,2016-01-26,良,92,285,66,80,20,24,1.25,46
qitaihe,2016-01-27,良,65,121,47,51,26,22,0.92,42
qitaihe,2016-01-28,良,64,139,46,36,22,20,0.76,46
qitaihe,2016-01-29,良,63,160,45,40,19,22,0.84,39
qitaihe,2016-01-30,良,87,238,63,67,19,24,1.11,39
qitaihe,2016-01-31,良,76,227,55,55,29,17,0.76,51
qitaihe,2016-02-01,良,62,136,44,39,25,17,0.77,50
qitaihe,2016-02-02,良,70,115,50,46,24,19,0.85,54
qitaihe,2016-02-03,轻度污染,112,237,84,105,22,32,1.70,55
qitaihe,2016-02-04,轻度污染,135,293,101,71,24,23,1.25,71
qitaihe,2016-02-05,良,82,198,60,45,17,18,0.86,68
qitaihe,2016-02-06,良,60,134,42,45,19,15,0.92,61
qitaihe,2016-02-07,良,55,46,39,40,20,17,0.76,63
qitaihe,2016-02-08,良,54,17,38,42,24,16,0.71,51
qitaihe,2016-02-09,良,78,147,57,57,25,15,0.90,59
qitaihe,2016-02-10,良,88,230,64,79,20,23,1.36,61
qitaihe,2016-02-11,良,55,111,38,44,20,24,0.83,77
qitaihe,2016-02-12,良,51,85,32,38,18,16,0.67,69
qitaihe,2016-02-13,优,49,160,34,28,16,12,0.78,49
qitaihe,2016-02-14,优,32,50,18,16,14,8,0.46,64
qitaihe,2016-02-15,优,38,97,20,21,15,9,0.48,78
qitaihe,2016-02-16,优,42,86,26,26,15,10,0.60,71
qitaihe,2016-02-17,优,39,21,21,19,19,10,0.48,66
qitaihe,2016-02-18,优,46,31,30,28,31,19,0.83,58
qitaihe,2016-02-19,优,38,15,25,28,31,15,0.69,70
qitaihe,2016-02-20,优,42,32,24,33,29,12,0.56,69
qitaihe,2016-02-21,良,52,49,36,36,29,20,0.95,59
qitaihe,2016-02-22,良,52,57,36,42,30,17,0.82,65
qitaihe,2016-02-23,优,38,47,25,25,20,12,0.59,60
qitaihe,2016-02-24,优,39,54,25,30,18,16,0.74,51
qitaihe,2016-02-25,良,53,86,36,38,18,19,0.96,50
qitaihe,2016-02-26,优,48,78,32,34,16,20,0.87,53
qitaihe,2016-02-27,优,48,65,33,34,16,20,1.03,56
qitaihe,2016-02-28,良,51,69,34,34,17,20,1.02,59
qitaihe,2016-02-29,优,45,52,28,24,17,17,0.78,56
qitaihe,2016-03-01,优,46,37,31,36,19,16,0.82,56
qitaihe,2016-03-02,良,71,87,51,64,18,21,0.94,63
qitaihe,2016-03-03,良,88,164,64,78,20,25,1.08,65
qitaihe,2016-03-04,良,55,44,37,48,17,19,0.82,68
qitaihe,2016-03-05,优,42,20,23,33,20,18,0.63,64
qitaihe,2016-03-06,良,90,147,34,127,19,16,0.67,58
qitaihe,2016-03-07,优,35,12,20,25,19,13,0.60,65
qitaihe,2016-03-08,优,41,50,26,32,18,15,0.56,64
qitaihe,2016-03-09,优,42,154,22,38,18,13,0.47,62
qitaihe,2016-03-10,优,39,96,24,33,19,15,0.54,64
qitaihe,2016-03-11,优,48,84,29,40,19,19,0.54,62
qitaihe,2016-03-12,优,43,28,25,33,20,14,0.49,79
qitaihe,2016-03-13,优,46,64,22,41,20,13,0.50,76
qitaihe,2016-03-14,优,46,55,27,38,17,18,0.59,71
qitaihe,2016-03-15,良,52,29,33,54,18,30,0.96,57
qitaihe,2016-03-16,良,62,85,41,69,20,21,1.05,83
qitaihe,2016-03-17,良,85,158,62,108,20,33,1.18,83
qitaihe,2016-03-18,良,82,140,58,73,17,23,0.78,65
qitaihe,2016-03-19,优,36,13,23,22,14,18,0.59,51
qitaihe,2016-03-20,优,39,21,20,32,14,21,0.60,48
qitaihe,2016-03-21,优,45,60,25,42,15,22,0.59,46
qitaihe,2016-03-22,优,50,97,24,51,15,19,0.53,48
qitaihe,2016-03-23,优,45,104,21,46,14,18,0.55,46
qitaihe,2016-03-24,优,50,141,27,52,15,21,0.63,40
qitaihe,2016-03-25,良,57,130,29,63,15,22,0.73,44
qitaihe,2016-03-26,良,69,173,43,81,16,25,0.99,48
qitaihe,2016-03-27,良,52,49,24,55,14,18,0.55,55
qitaihe,2016-03-28,良,82,202,54,88,18,26,0.78,60
qitaihe,2016-03-29,轻度污染,101,296,54,148,18,20,0.68,72
qitaihe,2016-03-30,良,90,218,50,120,15,23,0.62,49
qitaihe,2016-03-31,良,97,240,72,108,15,27,0.75,67
qitaihe,2016-04-01,良,95,226,50,128,15,22,0.64,78
qitaihe,2016-04-02,良,63,110,27,76,11,17,0.56,64
qitaihe,2016-04-03,良,64,237,23,76,14,15,0.54,67
qitaihe,2016-04-04,良,67,225,40,78,15,21,0.69,69
qitaihe,2016-04-05,良,55,123,37,49,14,21,0.55,63
qitaihe,2016-04-06,良,62,211,38,63,17,24,0.93,64
qitaihe,2016-04-07,良,92,294,43,126,17,18,0.57,76
qitaihe,2016-04-08,良,93,278,40,128,18,20,0.57,66
qitaihe,2016-04-09,良,59,158,34,61,13,12,0.41,67
qitaihe,2016-04-10,良,64,177,41,65,15,16,0.55,57
qitaihe,2016-04-11,良,75,209,52,75,16,23,0.64,62
qitaihe,2016-04-12,良,90,274,66,84,20,24,0.80,64
qitaihe,2016-04-13,良,90,233,66,84,16,24,0.84,68
qitaihe,2016-04-14,轻度污染,107,284,79,100,17,24,0.80,79
qitaihe,2016-04-15,轻度污染,139,351,106,140,16,27,1.11,61
qitaihe,2016-04-16,良,97,340,70,69,18,21,0.75,54
qitaihe,2016-04-17,优,32,3,21,12,16,17,0.50,59
qitaihe,2016-04-18,优,39,36,24,24,16,15,0.45,71
qitaihe,2016-04-19,优,50,54,28,47,17,21,0.51,75
qitaihe,2016-04-20,良,55,172,25,58,16,18,0.42,86
qitaihe,2016-04-21,良,63,166,37,69,20,42,0.53,76
qitaihe,2016-04-22,良,66,172,36,81,15,27,0.46,56
qitaihe,2016-04-23,良,77,255,33,100,13,24,0.40,53
qitaihe,2016-04-24,良,56,147,36,58,13,32,0.54,55
qitaihe,2016-04-25,良,65,185,39,68,15,30,0.49,58
qitaihe,2016-04-26,优,49,103,30,49,13,25,0.48,42
qitaihe,2016-04-27,良,68,218,44,71,16,27,0.56,68
qitaihe,2016-04-28,良,62,139,36,62,15,28,0.50,78
qitaihe,2016-04-29,良,62,88,32,69,15,29,0.46,71
qitaihe,2016-04-30,良,69,125,45,71,17,29,0.49,79
qitaihe,2016-05-01,良,73,166,45,77,18,27,0.49,71
qitaihe,2016-05-02,良,52,84,36,39,14,27,0.55,61
qitaihe,2016-05-03,优,43,45,29,27,14,27,0.50,52
qitaihe,2016-05-04,优,34,9,18,14,16,18,0.49,65
qitaihe,2016-05-05,优,39,32,19,27,14,18,0.44,70
qitaihe,2016-05-06,优,34,20,18,26,16,27,0.43,43
qitaihe,2016-05-07,优,39,46,24,33,15,29,0.49,60
qitaihe,2016-05-08,优,45,78,22,44,15,38,0.48,53
qitaihe,2016-05-09,优,49,92,30,48,15,36,0.59,50
qitaihe,2016-05-10,优,41,62,27,35,14,34,0.54,53
qitaihe,2016-05-11,优,42,20,25,37,15,32,0.42,67
qitaihe,2016-05-12,优,46,20,31,36,15,31,0.42,48
qitaihe,2016-05-13,优,44,41,21,43,12,23,0.38,66
qitaihe,2016-05-14,良,55,128,23,58,13,26,0.48,70
qitaihe,2016-05-15,优,41,49,16,34,15,22,0.35,68
qitaihe,2016-05-16,优,46,56,31,33,15,26,0.52,53
qitaihe,2016-05-17,优,50,39,25,44,18,26,0.48,73
qitaihe,2016-05-18,良,80,205,47,91,18,34,0.82,88
qitaihe,2016-05-19,良,71,141,36,65,15,32,0.47,99
qitaihe,2016-05-20,良,77,248,33,67,14,32,0.50,104
qitaihe,2016-05-21,良,88,308,46,110,14,33,0.49,112
qitaihe,2016-05-22,良,94,327,63,111,12,34,0.40,82
qitaihe,2016-05-23,轻度污染,104,349,72,134,12,35,0.50,101
qitaihe,2016-05-24,良,52,99,31,28,14,29,0.49,85
qitaihe,2016-05-25,优,41,43,26,27,16,24,0.47,69
qitaihe,2016-05-26,优,45,109,25,28,16,22,0.39,86
qitaihe,2016-05-27,良,53,167,23,46,15,23,0.31,82
qitaihe,2016-05-28,良,58,197,29,62,18,27,0.40,81
qitaihe,2016-05-29,良,52,133,26,54,13,17,0.41,71
qitaihe,2016-05-30,良,72,208,25,56,14,19,0.43,103
qitaihe,2016-05-31,优,40,62,21,23,15,24,0.52,46
qitaihe,2016-06-01,良,57,195,29,41,13,19,0.61,102
qitaihe,2016-06-02,良,65,234,34,45,15,23,0.50,111
qitaihe,2016-06-03,良,67,246,29,31,13,23,0.61,118
qitaihe,2016-06-04,良,75,270,20,27,13,20,0.35,122
qitaihe,2016-06-05,良,59,170,24,43,15,22,0.49,96
qitaihe,2016-06-06,良,68,205,40,77,17,21,0.66,72
qitaihe,2016-06-07,优,44,70,22,37,13,16,0.45,78
qitaihe,2016-06-08,良,63,189,24,56,12,20,0.45,102
qitaihe,2016-06-09,良,64,184,24,39,6,20,0.40,109
qitaihe,2016-06-10,优,45,108,25,28,6,22,0.61,79
qitaihe,2016-06-11,优,38,97,22,26,5,24,0.62,62
qitaihe,2016-06-12,优,26,27,15,14,9,19,0.54,42
qitaihe,2016-06-13,优,41,85,27,21,20,17,0.66,51
qitaihe,2016-06-14,优,39,59,26,28,14,17,0.60,50
qitaihe,2016-06-15,优,49,153,28,42,13,20,0.61,35
qitaihe,2016-06-16,优,41,77,23,31,12,17,0.64,32
qitaihe,2016-06-17,优,28,19,19,14,12,14,0.58,33
qitaihe,2016-06-18,优,37,78,24,20,13,15,0.61,33
qitaihe,2016-06-19,优,39,107,25,27,12,15,0.59,49
qitaihe,2016-06-20,良,54,200,38,49,11,18,0.67,49
qitaihe,2016-06-21,优,45,129,29,41,12,18,0.66,46
qitaihe,2016-06-22,优,44,117,29,33,12,16,0.60,33
qitaihe,2016-06-23,优,34,64,23,17,12,14,0.60,32
qitaihe,2016-06-24,优,35,86,24,15,22,16,0.58,28
qitaihe,2016-06-25,优,30,38,20,10,12,12,0.51,27
qitaihe,2016-06-26,优,39,91,26,20,11,14,0.55,21
qitaihe,2016-06-27,优,36,65,24,22,18,16,0.50,43
qitaihe,2016-06-28,良,56,189,36,53,15,26,0.69,26
qitaihe,2016-06-29,良,74,297,49,79,14,30,0.77,47
qitaihe,2016-06-30,优,45,160,30,41,15,24,0.61,42
qitaihe,2016-07-01,优,35,136,22,25,12,20,0.57,39
qitaihe,2016-07-02,优,40,143,26,23,11,30,0.56,35
qitaihe,2016-07-03,优,50,184,32,44,12,33,0.56,41
qitaihe,2016-07-04,良,56,215,36,48,13,31,0.62,38
qitaihe,2016-07-05,优,42,156,25,35,16,25,0.47,45
qitaihe,2016-07-06,优,39,126,21,32,18,27,0.47,53
qitaihe,2016-07-07,良,62,261,30,62,12,34,0.64,75
qitaihe,2016-07-08,良,66,284,46,65,12,39,0.79,60
qitaihe,2016-07-09,优,41,126,27,34,12,26,0.51,44
qitaihe,2016-07-10,优,45,125,27,40,14,29,0.60,43
qitaihe,2016-07-11,良,52,192,33,40,15,29,0.64,51
qitaihe,2016-07-12,良,63,266,43,54,13,31,0.75,57
qitaihe,2016-07-13,优,50,201,35,35,11,29,0.58,22
qitaihe,2016-07-14,优,39,119,23,32,11,23,0.51,31
qitaihe,2016-07-15,优,35,74,23,28,13,24,0.50,25
qitaihe,2016-07-16,优,38,84,24,29,13,22,0.58,16
qitaihe,2016-07-17,优,37,77,25,27,18,25,0.66,31
qitaihe,2016-07-18,优,48,155,28,41,16,28,0.82,41
qitaihe,2016-07-19,良,52,203,30,48,15,34,0.60,56
qitaihe,2016-07-20,良,59,276,35,58,14,37,0.50,49
qitaihe,2016-07-21,良,64,302,42,56,14,40,0.55,38
qitaihe,2016-07-22,优,42,108,28,34,12,28,0.54,25
qitaihe,2016-07-23,优,25,25,17,14,15,21,0.53,18
qitaihe,2016-07-24,优,26,24,18,15,14,19,0.54,20
qitaihe,2016-07-25,优,36,53,21,29,11,27,0.51,32
qitaihe,2016-07-26,优,29,27,18,19,11,26,0.53,27
qitaihe,2016-07-27,优,42,85,25,39,11,32,0.63,43
qitaihe,2016-07-28,良,53,124,31,53,11,37,0.53,41
qitaihe,2016-07-29,良,51,120,33,44,16,30,0.62,52
qitaihe,2016-07-30,良,55,141,33,51,15,30,0.74,51
qitaihe,2016-07-31,良,52,163,34,46,14,34,0.62,35
qitaihe,2016-08-01,优,50,173,27,46,13,34,0.56,33
qitaihe,2016-08-02,良,52,197,31,47,15,33,0.52,52
qitaihe,2016-08-03,良,58,260,38,55,12,30,0.65,48
qitaihe,2016-08-04,良,63,273,40,61,16,31,0.71,52
qitaihe,2016-08-05,良,52,220,30,47,15,29,0.66,43
qitaihe,2016-08-06,优,49,178,30,38,14,27,0.77,18
qitaihe,2016-08-07,优,42,141,27,32,12,24,0.72,35
qitaihe,2016-08-08,优,43,149,24,40,12,27,0.60,33
qitaihe,2016-08-09,良,53,213,31,52,15,30,0.59,42
qitaihe,2016-08-10,良,55,238,34,54,16,28,0.70,40
qitaihe,2016-08-11,良,70,307,50,61,16,27,0.76,46
qitaihe,2016-08-12,良,72,316,51,71,15,26,0.78,59
qitaihe,2016-08-13,优,46,172,27,29,16,22,0.87,69
qitaihe,2016-08-14,优,48,181,30,41,17,26,0.69,51
qitaihe,2016-08-15,优,38,105,18,35,15,23,0.56,43
qitaihe,2016-08-16,良,53,192,18,60,15,25,0.81,32
qitaihe,2016-08-17,优,42,92,21,37,16,29,0.68,36
qitaihe,2016-08-18,优,47,131,25,47,17,29,0.83,48
qitaihe,2016-08-19,优,47,167,27,43,17,32,0.82,49
qitaihe,2016-08-20,良,56,229,27,53,16,26,0.75,34
qitaihe,2016-08-21,优,50,127,23,51,18,26,0.74,31
qitaihe,2016-08-22,优,48,91,22,47,15,26,0.74,38
qitaihe,2016-08-23,良,57,146,26,64,15,28,0.76,34
qitaihe,2016-08-24,良,56,121,24,63,18,26,0.80,53
qitaihe,2016-08-25,优,34,27,21,26,15,21,0.70,45
qitaihe,2016-08-26,优,45,179,14,46,13,24,0.77,40
qitaihe,2016-08-27,优,44,117,18,44,16,29,0.82,48
qitaihe,2016-08-28,优,36,31,17,34,15,32,0.74,41
qitaihe,2016-08-29,优,41,41,18,39,12,41,0.72,13
qitaihe,2016-08-30,优,20,10,10,5,13,38,0.86,20
qitaihe,2016-08-31,优,22,22,14,15,13,34,0.83,29
qitaihe,2016-09-01,优,23,29,15,8,13,37,0.71,21
qitaihe,2016-09-02,优,50,133,35,38,13,59,0.92,54
qitaihe,2016-09-03,优,45,67,30,33,15,49,0.83,54
qitaihe,2016-09-04,优,38,37,24,16,15,66,0.91,46
qitaihe,2016-09-05,优,34,32,17,12,15,52,0.97,33
qitaihe,2016-09-06,优,39,62,21,33,15,41,0.99,40
qitaihe,2016-09-07,优,45,105,21,46,15,24,0.86,32
qitaihe,2016-09-08,优,47,103,15,53,15,22,0.87,31
qitaihe,2016-09-09,优,32,46,19,26,16,22,0.83,36
qitaihe,2016-09-10,优,37,83,19,37,14,20,0.73,35
qitaihe,2016-09-11,优,38,85,19,36,14,28,0.78,38
qitaihe,2016-09-12,优,33,30,22,26,15,31,0.92,29
qitaihe,2016-09-13,优,34,25,22,23,14,37,0.98,25
qitaihe,2016-09-14,优,45,81,28,43,13,45,1.07,36
qitaihe,2016-09-15,优,42,113,27,38,15,29,1.01,35
qitaihe,2016-09-16,优,39,115,25,32,14,34,0.98,40
qitaihe,2016-09-17,优,26,19,15,22,13,13,0.70,38
qitaihe,2016-09-18,优,37,81,23,34,13,29,0.83,25
qitaihe,2016-09-19,良,52,180,27,57,14,43,0.89,43
qitaihe,2016-09-20,良,78,325,54,92,14,43,1.05,49
qitaihe,2016-09-21,良,68,213,47,71,14,39,0.93,42
qitaihe,2016-09-22,良,62,147,41,65,15,50,0.98,40
qitaihe,2016-09-23,良,68,188,45,80,15,45,1.13,47
qitaihe,2016-09-24,良,66,168,46,70,15,40,1.10,59
qitaihe,2016-09-25,良,59,143,32,64,15,28,0.91,70
qitaihe,2016-09-26,良,64,183,42,73,14,32,1.15,42
qitaihe,2016-09-27,优,39,65,26,31,14,17,0.92,43
qitaihe,2016-09-28,优,35,102,16,30,11,26,0.86,28
qitaihe,2016-09-29,良,65,289,27,71,7,50,1.08,25
qitaihe,2016-09-30,优,50,161,24,52,6,22,0.78,47
qitaihe,2016-10-01,良,60,203,34,69,7,20,0.77,41
qitaihe,2016-10-02,良,57,195,28,61,7,20,0.60,59
qitaihe,2016-10-03,优,46,119,24,47,8,17,0.57,36
qitaihe,2016-10-04,优,43,77,27,40,7,18,0.60,44
qitaihe,2016-10-05,良,55,137,35,51,7,21,0.66,37
qitaihe,2016-10-06,良,52,132,30,53,8,22,0.59,49
qitaihe,2016-10-07,优,46,131,24,49,9,28,0.60,44
qitaihe,2016-10-08,优,31,50,22,17,7,19,0.80,33
qitaihe,2016-10-09,优,33,57,18,26,10,18,0.51,32
qitaihe,2016-10-10,优,44,118,24,42,4,19,0.62,34
qitaihe,2016-10-11,优,47,119,22,47,5,17,0.56,45
qitaihe,2016-10-12,优,48,119,23,50,9,19,0.64,56
qitaihe,2016-10-13,良,56,144,35,58,8,28,0.70,44
qitaihe,2016-10-14,良,91,306,60,110,9,34,1.17,33
qitaihe,2016-10-15,良,92,314,67,96,8,21,0.92,74
qitaihe,2016-10-16,良,85,307,62,81,9,23,0.78,107
qitaihe,2016-10-17,良,52,105,35,36,6,13,0.53,74
qitaihe,2016-10-18,良,57,147,28,69,7,32,0.75,49
qitaihe,2016-10-19,优,48,117,29,50,6,24,0.64,45
qitaihe,2016-10-20,优,37,71,19,33,5,15,0.53,56
qitaihe,2016-10-21,良,52,222,26,56,6,22,0.62,40
qitaihe,2016-10-22,优,44,185,27,42,5,16,0.56,47
qitaihe,2016-10-23,良,55,277,33,58,6,15,0.62,46
qitaihe,2016-10-24,良,69,307,44,80,7,23,0.75,34
qitaihe,2016-10-25,轻度污染,120,350,89,136,13,26,1.26,32
qitaihe,2016-10-26,轻度污染,115,347,80,118,6,14,1.56,58
qitaihe,2016-10-27,良,77,327,50,85,7,24,1.46,54
qitaihe,2016-10-28,中度污染,162,363,124,171,10,35,1.88,39
qitaihe,2016-10-29,轻度污染,130,361,92,145,7,22,1.50,57
qitaihe,2016-10-30,良,97,346,70,105,9,28,1.53,54
qitaihe,2016-10-31,轻度污染,102,358,68,119,5,20,1.11,58
qitaihe,2016-11-01,轻度污染,147,359,112,164,9,30,0.82,52
qitaihe,2016-11-02,良,91,273,66,99,10,26,0.62,45
qitaihe,2016-11-03,轻度污染,141,331,102,162,8,28,0.95,44
qitaihe,2016-11-04,重度污染,219,349,168,226,12,36,1.18,40
qitaihe,2016-11-05,重度污染,210,338,162,202,9,25,1.10,39
qitaihe,2016-11-06,轻度污染,116,234,86,123,9,31,0.90,48
qitaihe,2016-11-07,重度污染,210,363,162,228,11,37,1.25,40
qitaihe,2016-11-08,良,82,290,54,82,7,22,0.68,64
qitaihe,2016-11-09,良,61,228,29,71,7,18,0.56,69
qitaihe,2016-11-10,良,64,211,40,76,11,22,0.61,81
qitaihe,2016-11-11,良,58,143,36,59,7,23,0.69,53
qitaihe,2016-11-12,良,89,238,65,90,8,27,0.97,56
qitaihe,2016-11-13,良,99,227,71,130,12,32,1.06,66
qitaihe,2016-11-14,良,63,95,39,75,10,18,0.68,69
qitaihe,2016-11-15,良,61,112,34,67,6,18,0.66,61
qitaihe,2016-11-16,良,76,194,46,95,10,29,0.98,49
qitaihe,2016-11-17,良,76,184,51,91,10,25,0.86,53
qitaihe,2016-11-18,轻度污染,130,277,96,153,14,30,0.88,53
qitaihe,2016-11-19,良,73,152,37,87,6,19,0.57,53
qitaihe,2016-11-20,良,58,142,38,57,8,23,0.55,63
qitaihe,2016-11-21,良,92,300,63,98,11,34,0.98,51
qitaihe,2016-11-22,良,66,323,39,76,9,24,0.57,59
qitaihe,2016-11-23,良,52,216,31,55,10,24,0.59,55
qitaihe,2016-11-24,良,74,218,52,72,11,32,0.82,55
qitaihe,2016-11-25,良,88,223,61,107,15,38,1.00,55
qitaihe,2016-11-26,良,83,189,59,104,22,34,0.91,46
qitaihe,2016-11-27,轻度污染,118,268,88,128,18,31,1.08,53
qitaihe,2016-11-28,良,90,198,66,91,18,36,0.87,52
qitaihe,2016-11-29,良,76,157,54,78,13,34,0.84,48
qitaihe,2016-11-30,良,69,112,43,79,20,43,0.92,35
qitaihe,2016-12-01,良,61,111,39,62,9,17,0.66,44
qitaihe,2016-12-02,良,56,68,36,57,12,30,0.56,51
qitaihe,2016-12-03,良,62,62,40,67,16,31,0.90,72
qitaihe,2016-12-04,良,97,160,71,104,13,33,0.91,65
qitaihe,2016-12-05,良,83,145,56,102,12,37,1.01,39
qitaihe,2016-12-06,良,83,170,59,97,10,36,0.87,39
qitaihe,2016-12-07,良,72,69,46,85,10,35,0.91,41
qitaihe,2016-12-08,轻度污染,101,149,74,121,20,44,1.27,34
qitaihe,2016-12-09,轻度污染,106,201,79,100,18,37,0.96,44
qitaihe,2016-12-10,轻度污染,107,216,79,126,30,42,0.97,37
qitaihe,2016-12-11,轻度污染,150,302,114,158,25,51,1.39,40
qitaihe,2016-12-12,良,76,121,52,87,19,39,0.96,42
qitaihe,2016-12-13,良,77,179,55,81,15,28,0.86,48
qitaihe,2016-12-14,良,68,209,47,69,18,29,0.86,47
qitaihe,2016-12-15,良,71,168,47,79,21,29,0.74,54
qitaihe,2016-12-16,良,62,99,40,67,16,32,0.62,55
qitaihe,2016-12-17,良,87,129,63,97,21,44,0.93,44
qitaihe,2016-12-18,轻度污染,124,211,93,140,26,47,1.31,43
qitaihe,2016-12-19,中度污染,167,229,126,198,32,59,1.72,37
qitaihe,2016-12-20,中度污染,199,275,150,223,28,54,1.67,36
qitaihe,2016-12-21,轻度污染,110,222,82,118,20,39,1.19,46
qitaihe,2016-12-22,良,61,128,39,66,9,28,0.75,58
qitaihe,2016-12-23,良,58,106,34,65,11,31,0.52,53
qitaihe,2016-12-24,良,92,215,66,119,17,43,0.93,40
qitaihe,2016-12-25,轻度污染,120,314,83,151,28,47,1.50,44
qitaihe,2016-12-26,良,79,296,50,96,13,23,0.56,53
qitaihe,2016-12-27,良,60,185,38,67,13,26,0.50,49
qitaihe,2016-12-28,良,90,249,62,111,23,37,0.91,34
qitaihe,2016-12-29,良,78,175,56,83,21,27,0.51,46
qitaihe,2016-12-30,良,61,62,40,65,17,29,0.46,49
qitaihe,2016-12-31,轻度污染,117,178,86,140,30,49,1.16,33
qitaihe,2017-01-01,中度污染,178,245,134,209,43,53,2.10,24
qitaihe,2017-01-02,中度污染,182,248,138,184,35,48,1.75,37
qitaihe,2017-01-03,中度污染,173,223,131,210,33,62,1.83,25
qitaihe,2017-01-04,轻度污染,144,187,109,142,31,39,1.21,44
qitaihe,2017-01-05,轻度污染,145,250,110,156,32,46,1.21,44
qitaihe,2017-01-06,重度污染,209,332,162,186,41,66,2.72,23
qitaihe,2017-01-07,轻度污染,144,303,109,151,39,56,1.27,44
qitaihe,2017-01-08,轻度污染,137,300,103,144,36,53,1.34,42
qitaihe,2017-01-09,良,90,225,61,97,20,30,0.77,54
qitaihe,2017-01-10,优,47,86,24,47,12,18,0.41,57
qitaihe,2017-01-11,优,46,71,28,45,13,23,0.51,47
qitaihe,2017-01-12,良,62,157,21,77,11,12,0.40,56
qitaihe,2017-01-13,良,54,128,35,51,13,22,0.49,55
qitaihe,2017-01-14,良,56,131,39,46,9,12,0.33,52
qitaihe,2017-01-15,优,42,72,28,37,10,16,0.30,57
qitaihe,2017-01-16,良,71,153,51,63,17,26,0.50,55
qitaihe,2017-01-17,轻度污染,118,259,87,113,24,52,1.17,42
qitaihe,2017-01-18,轻度污染,118,237,88,123,24,45,1.28,45
qitaihe,2017-01-19,轻度污染,122,244,91,121,18,37,1.10,48
qitaihe,2017-01-20,轻度污染,129,337,98,128,19,38,1.23,44
qitaihe,2017-01-21,轻度污染,141,350,107,144,23,41,1.51,42
qitaihe,2017-01-22,轻度污染,102,264,76,96,21,29,1.14,53
qitaihe,2017-01-23,良,71,143,51,66,20,29,0.84,56
qitaihe,2017-01-24,良,70,127,49,68,17,26,0.85,62
qitaihe,2017-01-25,良,86,119,63,87,21,34,1.02,60
qitaihe,2017-01-26,良,100,156,71,115,30,35,1.37,61
qitaihe,2017-01-27,良,62,85,38,66,11,11,0.70,78
qitaihe,2017-01-28,良,66,49,45,68,20,23,0.81,67
qitaihe,2017-01-29,良,90,201,65,103,16,28,1.19,47
qitaihe,2017-01-30,良,62,185,40,62,11,17,0.79,64
qitaihe,2017-01-31,良,56,139,37,51,14,18,0.63,72
qitaihe,2017-02-01,良,60,152,32,65,11,14,0.62,70
qitaihe,2017-02-02,良,56,117,35,57,14,19,0.66,66
qitaihe,2017-02-03,良,72,158,50,75,25,22,0.96,67
qitaihe,2017-02-04,中度污染,152,288,115,162,28,23,1.58,74
qitaihe,2017-02-05,轻度污染,134,271,101,141,22,24,1.45,61
qitaihe,2017-02-06,良,75,186,43,71,122,15,0.87,63
qitaihe,2017-02-07,良,52,127,27,55,11,20,0.64,66
qitaihe,2017-02-08,良,55,194,34,58,12,21,0.64,68
qitaihe,2017-02-09,良,63,187,43,59,12,20,0.72,67
qitaihe,2017-02-10,良,52,93,32,53,9,18,0.60,62
qitaihe,2017-02-11,良,68,132,49,57,13,28,0.77,55
qitaihe,2017-02-12,良,83,156,61,68,14,31,0.93,68
qitaihe,2017-02-13,良,97,194,72,96,15,36,1.11,64
qitaihe,2017-02-14,良,65,71,45,61,11,29,0.78,75
qitaihe,2017-02-15,良,76,91,54,79,16,37,1.11,72
qitaihe,2017-02-16,良,81,133,47,98,11,25,0.81,82
qitaihe,2017-02-17,良,59,110,23,61,5,17,0.67,84
qitaihe,2017-02-18,优,46,30,23,42,6,17,0.58,78
qitaihe,2017-02-19,良,59,55,36,66,12,23,0.81,65
qitaihe,2017-02-20,优,50,55,28,52,8,15,0.67,75
